# Wavelength   Rlam
4182.85228 4.25079
4184.71674 4.24915
4186.58204 4.24752
4188.44817 4.24589
4190.31513 4.24425
4192.18292 4.24261
4194.05154 4.24098
4195.92100 4.23934
4197.79129 4.23770
4199.66241 4.23606
4201.53437 4.23442
4203.40716 4.23278
4205.28079 4.23114
4207.15525 4.22950
4209.03055 4.22786
4210.90668 4.22622
4212.78365 4.22457
4214.66146 4.22293
4216.54010 4.22128
4218.41959 4.21963
4220.29990 4.21799
4222.18106 4.21634
4224.06306 4.21469
4225.94589 4.21304
4227.82956 4.21139
4229.71408 4.20974
4231.59943 4.20808
4233.48562 4.20643
4235.37266 4.20477
4237.26053 4.20312
4239.14925 4.20146
4241.03881 4.19980
4242.92921 4.19815
4244.82045 4.19649
4246.71254 4.19483
4248.60547 4.19316
4250.49924 4.19150
4252.39386 4.18984
4254.28933 4.18817
4256.18563 4.18651
4258.08279 4.18484
4259.98078 4.18318
4261.87963 4.18151
4263.77932 4.17984
4265.67986 4.17817
4267.58124 4.17650
4269.48347 4.17482
4271.38655 4.17315
4273.29048 4.17147
4275.19526 4.16980
4277.10088 4.16812
4279.00736 4.16644
4280.91468 4.16476
4282.82286 4.16308
4284.73189 4.16140
4286.64176 4.15972
4288.55249 4.15803
4290.46407 4.15635
4292.37650 4.15466
4294.28979 4.15297
4296.20392 4.15129
4298.11891 4.14959
4300.03476 4.14790
4301.95146 4.14621
4303.86901 4.14452
4305.78741 4.14282
4307.70668 4.14113
4309.62679 4.13943
4311.54777 4.13773
4313.46960 4.13603
4315.39228 4.13433
4317.31583 4.13263
4319.24023 4.13092
4321.16549 4.12922
4323.09160 4.12751
4325.01858 4.12580
4326.94641 4.12409
4328.87511 4.12238
4330.80466 4.12067
4332.73507 4.11896
4334.66635 4.11724
4336.59848 4.11553
4338.53148 4.11381
4340.46533 4.11209
4342.40005 4.11037
4344.33564 4.10865
4346.27208 4.10693
4348.20939 4.10520
4350.14756 4.10348
4352.08659 4.10175
4354.02649 4.10002
4355.96726 4.09829
4357.90889 4.09656
4359.85138 4.09483
4361.79474 4.09309
4363.73897 4.09136
4365.68406 4.08962
4367.63002 4.08788
4369.57685 4.08614
4371.52455 4.08440
4373.47311 4.08265
4375.42254 4.08091
4377.37284 4.07916
4379.32401 4.07741
4381.27605 4.07566
4383.22896 4.07391
4385.18275 4.07216
4387.13740 4.07041
4389.09292 4.06865
4391.04932 4.06689
4393.00658 4.06513
4394.96472 4.06337
4396.92373 4.06161
4398.88362 4.05985
4400.84438 4.05808
4402.80601 4.05632
4404.76852 4.05455
4406.73190 4.05278
4408.69616 4.05100
4410.66129 4.04923
4412.62730 4.04746
4414.59418 4.04568
4416.56194 4.04390
4418.53058 4.04212
4420.50010 4.04034
4422.47049 4.03855
4424.44177 4.03677
4426.41392 4.03498
4428.38695 4.03319
4430.36086 4.03140
4432.33565 4.02961
4434.31132 4.02782
4436.28787 4.02602
4438.26530 4.02422
4440.24361 4.02242
4442.22280 4.02062
4444.20288 4.01882
4446.18384 4.01702
4448.16568 4.01521
4450.14841 4.01340
4452.13202 4.01159
4454.11651 4.00978
4456.10189 4.00797
4458.08815 4.00615
4460.07530 4.00434
4462.06334 4.00252
4464.05226 4.00070
4466.04206 3.99887
4468.03276 3.99705
4470.02434 3.99522
4472.01681 3.99340
4474.01017 3.99157
4476.00441 3.98973
4477.99955 3.98790
4479.99557 3.98606
4481.99248 3.98423
4483.99029 3.98239
4485.98898 3.98055
4487.98857 3.97870
4489.98904 3.97686
4491.99041 3.97501
4493.99267 3.97316
4495.99582 3.97131
4497.99987 3.96946
4500.00481 3.96761
4502.01064 3.96575
4504.01737 3.96389
4506.02499 3.96203
4508.03351 3.96017
4510.04292 3.95830
4512.05322 3.95644
4514.06443 3.95457
4516.07653 3.95270
4518.08952 3.95083
4520.10342 3.94895
4522.11821 3.94708
4524.13390 3.94520
4526.15049 3.94332
4528.16797 3.94143
4530.18636 3.93955
4532.20564 3.93766
4534.22583 3.93578
4536.24692 3.93388
4538.26890 3.93199
4540.29179 3.93010
4542.31558 3.92820
4544.34027 3.92630
4546.36587 3.92440
4548.39237 3.92250
4550.41977 3.92059
4552.44807 3.91869
4554.47728 3.91678
4556.50739 3.91487
4558.53841 3.91295
4560.57033 3.91104
4562.60316 3.90912
4564.63690 3.90720
4566.67154 3.90528
4568.70709 3.90336
4570.74354 3.90143
4572.78091 3.89950
4574.81918 3.89757
4576.85836 3.89564
4578.89845 3.89370
4580.93945 3.89177
4582.98136 3.88983
4585.02418 3.88789
4587.06790 3.88595
4589.11254 3.88400
4591.15810 3.88205
4593.20456 3.88010
4595.25193 3.87815
4597.30022 3.87620
4599.34942 3.87424
4601.39954 3.87228
4603.45057 3.87032
4605.50251 3.86836
4607.55537 3.86639
4609.60914 3.86443
4611.66383 3.86246
4613.71943 3.86048
4615.77595 3.85851
4617.83339 3.85653
4619.89174 3.85456
4621.95101 3.85257
4624.01120 3.85059
4626.07231 3.84861
4628.13433 3.84662
4630.19728 3.84463
4632.26114 3.84264
4634.32593 3.84064
4636.39163 3.83864
4638.45826 3.83665
4640.52580 3.83464
4642.59427 3.83264
4644.66366 3.83063
4646.73397 3.82863
4648.80521 3.82662
4650.87737 3.82460
4652.95045 3.82259
4655.02446 3.82057
4657.09939 3.81855
4659.17525 3.81653
4661.25203 3.81450
4663.32973 3.81248
4665.40837 3.81045
4667.48793 3.80842
4669.56841 3.80638
4671.64983 3.80435
4673.73217 3.80231
4675.81544 3.80027
4677.89964 3.79822
4679.98476 3.79618
4682.07082 3.79413
4684.15781 3.79208
4686.24572 3.79003
4688.33457 3.78797
4690.42435 3.78592
4692.51506 3.78386
4694.60670 3.78180
4696.69928 3.77973
4698.79278 3.77767
4700.88722 3.77560
4702.98260 3.77353
4705.07891 3.77146
4707.17615 3.76939
4709.27433 3.76731
4711.37344 3.76523
4713.47349 3.76315
4715.57447 3.76107
4717.67639 3.75899
4719.77925 3.75690
4721.88304 3.75481
4723.98778 3.75273
4726.09345 3.75063
4728.20006 3.74854
4730.30760 3.74645
4732.41609 3.74435
4734.52552 3.74225
4736.63589 3.74015
4738.74720 3.73805
4740.85945 3.73595
4742.97264 3.73384
4745.08677 3.73173
4747.20185 3.72963
4749.31786 3.72751
4751.43483 3.72540
4753.55273 3.72329
4755.67158 3.72117
4757.79137 3.71906
4759.91211 3.71694
4762.03379 3.71482
4764.15642 3.71270
4766.28000 3.71057
4768.40452 3.70845
4770.52999 3.70632
4772.65641 3.70420
4774.78377 3.70207
4776.91208 3.69994
4779.04135 3.69780
4781.17156 3.69567
4783.30272 3.69354
4785.43483 3.69140
4787.56789 3.68926
4789.70190 3.68712
4791.83686 3.68498
4793.97277 3.68284
4796.10964 3.68070
4798.24746 3.67856
4800.38623 3.67641
4802.52595 3.67427
4804.66663 3.67212
4806.80826 3.66997
4808.95085 3.66782
4811.09439 3.66567
4813.23889 3.66352
4815.38434 3.66136
4817.53075 3.65921
4819.67812 3.65705
4821.82644 3.65490
4823.97573 3.65274
4826.12597 3.65058
4828.27716 3.64842
4830.42932 3.64626
4832.58244 3.64410
4834.73651 3.64194
4836.89155 3.63977
4839.04754 3.63761
4841.20450 3.63544
4843.36242 3.63328
4845.52130 3.63111
4847.68114 3.62894
4849.84195 3.62677
4852.00372 3.62460
4854.16645 3.62243
4856.33015 3.62026
4858.49481 3.61809
4860.66044 3.61591
4862.82703 3.61374
4864.99458 3.61156
4867.16311 3.60939
4869.33260 3.60721
4871.50305 3.60504
4873.67448 3.60286
4875.84687 3.60068
4878.02023 3.59850
4880.19456 3.59632
4882.36986 3.59414
4884.54613 3.59196
4886.72336 3.58978
4888.90157 3.58760
4891.08075 3.58542
4893.26090 3.58323
4895.44203 3.58105
4897.62412 3.57887
4899.80719 3.57668
4901.99123 3.57450
4904.17624 3.57231
4906.36223 3.57013
4908.54919 3.56794
4910.73713 3.56575
4912.92604 3.56357
4915.11593 3.56138
4917.30679 3.55919
4919.49864 3.55700
4921.69145 3.55481
4923.88525 3.55262
4926.08002 3.55043
4928.27577 3.54825
4930.47250 3.54606
4932.67021 3.54387
4934.86890 3.54167
4937.06857 3.53948
4939.26922 3.53729
4941.47085 3.53510
4943.67346 3.53291
4945.87705 3.53072
4948.08163 3.52853
4950.28719 3.52634
4952.49373 3.52414
4954.70126 3.52195
4956.90976 3.51976
4959.11926 3.51757
4961.32974 3.51537
4963.54120 3.51318
4965.75365 3.51099
4967.96708 3.50880
4970.18151 3.50660
4972.39692 3.50441
4974.61331 3.50222
4976.83070 3.50003
4979.04907 3.49783
4981.26843 3.49564
4983.48878 3.49345
4985.71012 3.49126
4987.93245 3.48906
4990.15578 3.48687
4992.38009 3.48468
4994.60539 3.48249
4996.83169 3.48030
4999.05898 3.47810
5001.28726 3.47591
5003.51653 3.47372
5005.74680 3.47153
5007.97806 3.46934
5010.21032 3.46715
5012.44357 3.46496
5014.67782 3.46277
5016.91306 3.46058
5019.14930 3.45839
5021.38654 3.45620
5023.62477 3.45401
5025.86400 3.45182
5028.10423 3.44963
5030.34546 3.44744
5032.58768 3.44525
5034.83091 3.44307
5037.07514 3.44088
5039.32036 3.43869
5041.56659 3.43651
5043.81382 3.43432
5046.06205 3.43213
5048.31128 3.42995
5050.56151 3.42776
5052.81275 3.42558
5055.06499 3.42340
5057.31824 3.42121
5059.57249 3.41903
5061.82774 3.41685
5064.08400 3.41467
5066.34127 3.41248
5068.59954 3.41030
5070.85882 3.40812
5073.11910 3.40594
5075.38039 3.40377
5077.64269 3.40159
5079.90600 3.39941
5082.17032 3.39723
5084.43565 3.39506
5086.70199 3.39288
5088.96933 3.39070
5091.23769 3.38853
5093.50706 3.38636
5095.77744 3.38418
5098.04883 3.38201
5100.32124 3.37984
5102.59465 3.37767
5104.86908 3.37550
5107.14453 3.37333
5109.42099 3.37116
5111.69846 3.36899
5113.97695 3.36683
5116.25646 3.36466
5118.53698 3.36249
5120.81851 3.36033
5123.10107 3.35817
5125.38464 3.35600
5127.66923 3.35384
5129.95484 3.35168
5132.24146 3.34952
5134.52911 3.34736
5136.81777 3.34520
5139.10746 3.34304
5141.39817 3.34089
5143.68989 3.33873
5145.98264 3.33658
5148.27641 3.33442
5150.57121 3.33227
5152.86702 3.33012
5155.16386 3.32797
5157.46173 3.32582
5159.76061 3.32367
5162.06052 3.32152
5164.36146 3.31938
5166.66343 3.31723
5168.96641 3.31509
5171.27043 3.31294
5173.57547 3.31080
5175.88154 3.30866
5178.18864 3.30652
5180.49677 3.30438
5182.80592 3.30224
5185.11611 3.30011
5187.42732 3.29797
5189.73956 3.29584
5192.05284 3.29370
5194.36715 3.29157
5196.68248 3.28944
5198.99885 3.28731
5201.31626 3.28518
5203.63469 3.28306
5205.95416 3.28093
5208.27466 3.27881
5210.59620 3.27668
5212.91877 3.27456
5215.24238 3.27244
5217.56702 3.27032
5219.89270 3.26820
5222.21941 3.26608
5224.54717 3.26397
5226.87596 3.26186
5229.20579 3.25974
5231.53665 3.25763
5233.86856 3.25552
5236.20150 3.25341
5238.53549 3.25131
5240.87051 3.24920
5243.20658 3.24709
5245.54369 3.24499
5247.88184 3.24289
5250.22103 3.24079
5252.56126 3.23869
5254.90254 3.23659
5257.24486 3.23450
5259.58822 3.23240
5261.93263 3.23031
5264.27809 3.22822
5266.62459 3.22613
5268.97213 3.22404
5271.32072 3.22195
5273.67036 3.21987
5276.02105 3.21779
5278.37278 3.21570
5280.72557 3.21362
5283.07940 3.21154
5285.43428 3.20947
5287.79021 3.20739
5290.14719 3.20532
5292.50522 3.20324
5294.86430 3.20117
5297.22443 3.19910
5299.58562 3.19704
5301.94786 3.19497
5304.31115 3.19291
5306.67549 3.19084
5309.04089 3.18878
5311.40734 3.18672
5313.77485 3.18467
5316.14341 3.18261
5318.51303 3.18056
5320.88370 3.17850
5323.25544 3.17645
5325.62822 3.17440
5328.00207 3.17236
5330.37697 3.17031
5332.75294 3.16827
5335.12996 3.16623
5337.50804 3.16419
5339.88718 3.16215
5342.26738 3.16011
5344.64865 3.15808
5347.03097 3.15604
5349.41436 3.15401
5351.79881 3.15198
5354.18432 3.14996
5356.57089 3.14793
5358.95853 3.14591
5361.34723 3.14389
5363.73700 3.14187
5366.12783 3.13985
5368.51973 3.13783
5370.91270 3.13582
5373.30673 3.13381
5375.70182 3.13180
5378.09799 3.12979
5380.49522 3.12778
5382.89353 3.12578
5385.29290 3.12378
5387.69334 3.12178
5390.09485 3.11978
5392.49743 3.11778
5394.90108 3.11579
5397.30581 3.11379
5399.71160 3.11180
5402.11847 3.10982
5404.52641 3.10783
5406.93543 3.10585
5409.34551 3.10386
5411.75668 3.10188
5414.16891 3.09991
5416.58223 3.09793
5418.99661 3.09596
5421.41208 3.09398
5423.82862 3.09201
5426.24624 3.09005
5428.66493 3.08808
5431.08470 3.08612
5433.50556 3.08416
5435.92749 3.08220
5438.35050 3.08024
5440.77459 3.07829
5443.19976 3.07633
5445.62601 3.07438
5448.05335 3.07244
5450.48176 3.07049
5452.91126 3.06855
5455.34184 3.06660
5457.77351 3.06466
5460.20626 3.06273
5462.64009 3.06079
5465.07501 3.05886
5467.51101 3.05693
5469.94810 3.05500
5472.38627 3.05308
5474.82554 3.05115
5477.26588 3.04923
5479.70732 3.04731
5482.14985 3.04539
5484.59346 3.04348
5487.03816 3.04157
5489.48396 3.03966
5491.93084 3.03775
5494.37881 3.03584
5496.82788 3.03394
5499.27804 3.03204
5501.72928 3.03014
5504.18163 3.02824
5506.63506 3.02634
5509.08959 3.02445
5511.54521 3.02256
5514.00193 3.02067
5516.45974 3.01878
5518.91865 3.01690
5521.37865 3.01501
5523.83975 3.01313
5526.30195 3.01125
5528.76524 3.00937
5531.22963 3.00750
5533.69512 3.00563
5536.16171 3.00375
5538.62940 3.00188
5541.09819 3.00002
5543.56808 2.99815
5546.03907 2.99629
5548.51116 2.99443
5550.98436 2.99257
5553.45865 2.99071
5555.93405 2.98885
5558.41056 2.98700
5560.88816 2.98514
5563.36687 2.98329
5565.84669 2.98145
5568.32761 2.97960
5570.80964 2.97775
5573.29277 2.97591
5575.77701 2.97407
5578.26236 2.97223
5580.74881 2.97039
5583.23638 2.96855
5585.72505 2.96672
5588.21483 2.96489
5590.70572 2.96305
5593.19772 2.96122
5595.69084 2.95940
5598.18506 2.95757
5600.68039 2.95575
5603.17684 2.95392
5605.67440 2.95210
5608.17308 2.95028
5610.67286 2.94846
5613.17377 2.94665
5615.67578 2.94483
5618.17891 2.94302
5620.68316 2.94121
5623.18853 2.93940
5625.69501 2.93759
5628.20260 2.93578
5630.71132 2.93398
5633.22115 2.93217
5635.73211 2.93037
5638.24418 2.92857
5640.75737 2.92677
5643.27168 2.92497
5645.78711 2.92318
5648.30367 2.92138
5650.82134 2.91959
5653.34014 2.91780
5655.86006 2.91601
5658.38110 2.91422
5660.90327 2.91243
5663.42656 2.91064
5665.95098 2.90886
5668.47652 2.90707
5671.00319 2.90529
5673.53098 2.90351
5676.05990 2.90173
5678.58995 2.89995
5681.12113 2.89818
5683.65343 2.89640
5686.18686 2.89463
5688.72142 2.89285
5691.25711 2.89108
5693.79393 2.88931
5696.33189 2.88754
5698.87097 2.88577
5701.41119 2.88401
5703.95253 2.88224
5706.49501 2.88048
5709.03863 2.87872
5711.58337 2.87695
5714.12926 2.87519
5716.67627 2.87343
5719.22442 2.87168
5721.77371 2.86992
5724.32414 2.86816
5726.87570 2.86641
5729.42840 2.86466
5731.98223 2.86290
5734.53721 2.86115
5737.09332 2.85940
5739.65057 2.85765
5742.20896 2.85591
5744.76850 2.85416
5747.32917 2.85241
5749.89099 2.85067
5752.45394 2.84893
5755.01804 2.84718
5757.58328 2.84544
5760.14967 2.84370
5762.71720 2.84196
5765.28587 2.84022
5767.85569 2.83849
5770.42666 2.83675
5772.99877 2.83502
5775.57202 2.83328
5778.14643 2.83155
5780.72198 2.82982
5783.29868 2.82809
5785.87653 2.82635
5788.45552 2.82463
5791.03567 2.82290
5793.61697 2.82117
5796.19942 2.81944
5798.78301 2.81772
5801.36776 2.81599
5803.95367 2.81427
5806.54072 2.81254
5809.12893 2.81082
5811.71829 2.80910
5814.30881 2.80738
5816.90048 2.80566
5819.49330 2.80394
5822.08728 2.80222
5824.68242 2.80051
5827.27872 2.79879
5829.87617 2.79707
5832.47478 2.79536
5835.07455 2.79365
5837.67547 2.79193
5840.27756 2.79022
5842.88080 2.78851
5845.48521 2.78680
5848.09078 2.78509
5850.69751 2.78338
5853.30540 2.78167
5855.91445 2.77996
5858.52467 2.77825
5861.13605 2.77655
5863.74859 2.77484
5866.36230 2.77313
5868.97717 2.77143
5871.59321 2.76973
5874.21041 2.76802
5876.82878 2.76632
5879.44832 2.76462
5882.06903 2.76292
5884.69090 2.76121
5887.31394 2.75951
5889.93816 2.75781
5892.56354 2.75612
5895.19009 2.75442
5897.81781 2.75272
5900.44671 2.75102
5903.07677 2.74933
5905.70801 2.74763
5908.34042 2.74593
5910.97400 2.74424
5913.60876 2.74254
5916.24470 2.74085
5918.88180 2.73916
5921.52009 2.73746
5924.15954 2.73577
5926.80018 2.73408
5929.44199 2.73239
5932.08498 2.73070
5934.72915 2.72901
5937.37450 2.72732
5940.02102 2.72563
5942.66873 2.72394
5945.31761 2.72225
5947.96768 2.72056
5950.61893 2.71887
5953.27136 2.71719
5955.92497 2.71550
5958.57976 2.71381
5961.23574 2.71213
5963.89290 2.71044
5966.55125 2.70875
5969.21078 2.70707
5971.87150 2.70538
5974.53340 2.70370
5977.19649 2.70202
5979.86077 2.70033
5982.52623 2.69865
5985.19288 2.69697
5987.86072 2.69528
5990.52975 2.69360
5993.19997 2.69192
5995.87138 2.69024
5998.54398 2.68856
6001.21777 2.68687
6003.89276 2.68519
6006.56893 2.68351
6009.24630 2.68183
6011.92486 2.68015
6014.60462 2.67847
6017.28557 2.67679
6019.96771 2.67511
6022.65105 2.67344
6025.33559 2.67176
6028.02132 2.67008
6030.70826 2.66840
6033.39638 2.66672
6036.08571 2.66505
6038.77624 2.66337
6041.46796 2.66169
6044.16089 2.66002
6046.85501 2.65834
6049.55034 2.65666
6052.24686 2.65499
6054.94459 2.65331
6057.64352 2.65164
6060.34366 2.64996
6063.04500 2.64829
6065.74754 2.64661
6068.45129 2.64494
6071.15624 2.64327
6073.86240 2.64160
6076.56976 2.63992
6079.27833 2.63825
6081.98811 2.63658
6084.69909 2.63491
6087.41129 2.63324
6090.12469 2.63156
6092.83930 2.62989
6095.55513 2.62822
6098.27216 2.62655
6100.99041 2.62488
6103.70986 2.62321
6106.43053 2.62155
6109.15241 2.61988
6111.87550 2.61821
6114.59981 2.61654
6117.32533 2.61487
6120.05207 2.61321
6122.78002 2.61154
6125.50919 2.60987
6128.23958 2.60821
6130.97118 2.60654
6133.70400 2.60488
6136.43804 2.60321
6139.17329 2.60155
6141.90977 2.59988
6144.64747 2.59822
6147.38638 2.59655
6150.12652 2.59489
6152.86788 2.59323
6155.61046 2.59157
6158.35426 2.58990
6161.09928 2.58824
6163.84553 2.58658
6166.59301 2.58492
6169.34170 2.58326
6172.09163 2.58160
6174.84277 2.57994
6177.59515 2.57828
6180.34875 2.57662
6183.10358 2.57496
6185.85964 2.57331
6188.61692 2.57165
6191.37544 2.56999
6194.13518 2.56833
6196.89616 2.56668
6199.65836 2.56502
6202.42180 2.56336
6205.18647 2.56171
6207.95237 2.56005
6210.71950 2.55840
6213.48787 2.55675
6216.25747 2.55509
6219.02830 2.55344
6221.80037 2.55178
6224.57368 2.55013
6227.34822 2.54848
6230.12400 2.54683
6232.90102 2.54518
6235.67927 2.54353
6238.45876 2.54188
6241.23949 2.54023
6244.02146 2.53858
6246.80467 2.53693
6249.58913 2.53528
6252.37482 2.53363
6255.16175 2.53198
6257.94993 2.53033
6260.73935 2.52869
6263.53001 2.52704
6266.32192 2.52539
6269.11507 2.52375
6271.90946 2.52210
6274.70511 2.52046
6277.50199 2.51881
6280.30013 2.51717
6283.09951 2.51553
6285.90014 2.51388
6288.70202 2.51224
6291.50514 2.51060
6294.30952 2.50896
6297.11515 2.50731
6299.92202 2.50567
6302.73015 2.50403
6305.53953 2.50239
6308.35016 2.50075
6311.16205 2.49911
6313.97518 2.49748
6316.78958 2.49584
6319.60522 2.49420
6322.42212 2.49256
6325.24028 2.49093
6328.05969 2.48929
6330.88036 2.48765
6333.70229 2.48602
6336.52548 2.48438
6339.34992 2.48275
6342.17562 2.48111
6345.00258 2.47948
6347.83081 2.47785
6350.66029 2.47621
6353.49103 2.47458
6356.32304 2.47295
6359.15631 2.47132
6361.99084 2.46969
6364.82663 2.46806
6367.66369 2.46643
6370.50201 2.46480
6373.34160 2.46317
6376.18245 2.46154
6379.02457 2.45991
6381.86796 2.45829
6384.71262 2.45666
6387.55854 2.45503
6390.40573 2.45341
6393.25419 2.45178
6396.10392 2.45016
6398.95492 2.44853
6401.80719 2.44691
6404.66073 2.44528
6407.51555 2.44366
6410.37163 2.44204
6413.22899 2.44042
6416.08763 2.43880
6418.94753 2.43717
6421.80872 2.43555
6424.67117 2.43393
6427.53491 2.43231
6430.39992 2.43070
6433.26620 2.42908
6436.13377 2.42746
6439.00261 2.42584
6441.87273 2.42422
6444.74413 2.42261
6447.61681 2.42099
6450.49078 2.41938
6453.36602 2.41776
6456.24254 2.41615
6459.12035 2.41453
6461.99944 2.41292
6464.87981 2.41131
6467.76147 2.40970
6470.64441 2.40808
6473.52863 2.40647
6476.41414 2.40486
6479.30094 2.40325
6482.18903 2.40164
6485.07840 2.40003
6487.96906 2.39842
6490.86100 2.39682
6493.75424 2.39521
6496.64877 2.39360
6499.54458 2.39199
6502.44169 2.39039
6505.34009 2.38878
6508.23978 2.38718
6511.14077 2.38557
6514.04304 2.38397
6516.94661 2.38237
6519.85148 2.38076
6522.75764 2.37916
6525.66509 2.37756
6528.57384 2.37596
6531.48389 2.37436
6534.39523 2.37276
6537.30787 2.37116
6540.22181 2.36956
6543.13705 2.36796
6546.05359 2.36636
6548.97143 2.36477
6551.89057 2.36317
6554.81101 2.36157
6557.73275 2.35998
6560.65580 2.35838
6563.58014 2.35679
6566.50579 2.35519
6569.43275 2.35360
6572.36101 2.35201
6575.29057 2.35042
6578.22144 2.34882
6581.15362 2.34723
6584.08711 2.34564
6587.02190 2.34405
6589.95800 2.34246
6592.89541 2.34087
6595.83412 2.33928
6598.77415 2.33770
6601.71549 2.33611
6604.65814 2.33452
6607.60210 2.33294
6610.54737 2.33135
6613.49396 2.32977
6616.44186 2.32818
6619.39107 2.32660
6622.34160 2.32501
6625.29344 2.32343
6628.24660 2.32185
6631.20108 2.32027
6634.15687 2.31869
6637.11398 2.31711
6640.07241 2.31553
6643.03215 2.31395
6645.99322 2.31237
6648.95560 2.31079
6651.91931 2.30921
6654.88434 2.30764
6657.85069 2.30606
6660.81836 2.30449
6663.78735 2.30291
6666.75767 2.30134
6669.72931 2.29976
6672.70228 2.29819
6675.67657 2.29662
6678.65218 2.29504
6681.62913 2.29347
6684.60740 2.29190
6687.58699 2.29033
6690.56792 2.28876
6693.55017 2.28719
6696.53376 2.28562
6699.51867 2.28406
6702.50492 2.28249
6705.49249 2.28092
6708.48140 2.27935
6711.47164 2.27779
6714.46321 2.27622
6717.45611 2.27466
6720.45035 2.27310
6723.44593 2.27153
6726.44284 2.26997
6729.44108 2.26841
6732.44066 2.26685
6735.44158 2.26529
6738.44384 2.26373
6741.44743 2.26217
6744.45237 2.26061
6747.45864 2.25905
6750.46625 2.25749
6753.47521 2.25593
6756.48550 2.25438
6759.49714 2.25282
6762.51012 2.25127
6765.52444 2.24971
6768.54010 2.24816
6771.55711 2.24661
6774.57547 2.24505
6777.59517 2.24350
6780.61621 2.24195
6783.63861 2.24040
6786.66235 2.23885
6789.68743 2.23730
6792.71387 2.23575
6795.74165 2.23420
6798.77079 2.23265
6801.80127 2.23111
6804.83311 2.22956
6807.86630 2.22801
6810.90084 2.22647
6813.93673 2.22492
6816.97397 2.22338
6820.01257 2.22184
6823.05252 2.22029
6826.09383 2.21875
6829.13649 2.21721
6832.18051 2.21567
6835.22589 2.21413
6838.27263 2.21259
6841.32072 2.21105
6844.37017 2.20951
6847.42098 2.20797
6850.47315 2.20644
6853.52668 2.20490
6856.58157 2.20337
6859.63782 2.20183
6862.69544 2.20030
6865.75442 2.19876
6868.81476 2.19723
6871.87647 2.19570
6874.93954 2.19416
6878.00397 2.19263
6881.06978 2.19110
6884.13695 2.18957
6887.20548 2.18804
6890.27538 2.18651
6893.34666 2.18499
6896.41930 2.18346
6899.49331 2.18193
6902.56869 2.18041
6905.64544 2.17888
6908.72356 2.17736
6911.80306 2.17583
6914.88393 2.17431
6917.96617 2.17279
6921.04978 2.17126
6924.13477 2.16974
6927.22114 2.16822
6930.30888 2.16670
6933.39799 2.16518
6936.48849 2.16366
6939.58036 2.16215
6942.67361 2.16063
6945.76823 2.15911
6948.86424 2.15759
6951.96163 2.15608
6955.06040 2.15456
6958.16055 2.15305
6961.26208 2.15154
6964.36499 2.15002
6967.46929 2.14851
6970.57497 2.14700
6973.68203 2.14549
6976.79048 2.14398
6979.90032 2.14247
6983.01154 2.14096
6986.12415 2.13945
6989.23814 2.13794
6992.35353 2.13644
6995.47030 2.13493
6998.58846 2.13343
7001.70801 2.13192
7004.82895 2.13042
7007.95129 2.12891
7011.07501 2.12741
7014.20013 2.12591
7017.32664 2.12441
7020.45454 2.12291
7023.58384 2.12141
7026.71454 2.11991
7029.84662 2.11841
7032.98011 2.11691
7036.11499 2.11541
7039.25127 2.11392
7042.38894 2.11242
7045.52802 2.11092
7048.66849 2.10943
7051.81037 2.10794
7054.95364 2.10644
7058.09832 2.10495
7061.24440 2.10346
7064.39188 2.10197
7067.54076 2.10048
7070.69104 2.09899
7073.84273 2.09750
7076.99583 2.09601
7080.15033 2.09452
7083.30624 2.09303
7086.46355 2.09155
7089.62227 2.09006
7092.78240 2.08858
7095.94394 2.08709
7099.10689 2.08561
7102.27124 2.08412
7105.43701 2.08264
7108.60419 2.08116
7111.77278 2.07968
7114.94278 2.07820
7118.11419 2.07672
7121.28702 2.07524
7124.46127 2.07376
7127.63692 2.07229
7130.81400 2.07081
7133.99249 2.06933
7137.17239 2.06786
7140.35372 2.06638
7143.53646 2.06491
7146.72062 2.06344
7149.90620 2.06196
7153.09320 2.06049
7156.28162 2.05902
7159.47146 2.05755
7162.66273 2.05608
7165.85541 2.05461
7169.04952 2.05314
7172.24505 2.05167
7175.44201 2.05021
7178.64039 2.04874
7181.84020 2.04728
7185.04144 2.04581
7188.24410 2.04435
7191.44819 2.04288
7194.65370 2.04142
7197.86065 2.03996
7201.06902 2.03850
7204.27883 2.03704
7207.49006 2.03558
7210.70273 2.03412
7213.91683 2.03266
7217.13236 2.03120
7220.34933 2.02974
7223.56773 2.02829
7226.78756 2.02683
7230.00883 2.02538
7233.23153 2.02392
7236.45568 2.02247
7239.68125 2.02102
7242.90827 2.01956
7246.13672 2.01811
7249.36662 2.01666
7252.59795 2.01521
7255.83073 2.01376
7259.06494 2.01231
7262.30060 2.01087
7265.53770 2.00942
7268.77624 2.00797
7272.01622 2.00653
7275.25765 2.00508
7278.50052 2.00364
7281.74484 2.00219
7284.99061 2.00075
7288.23782 1.99931
7291.48648 1.99787
7294.73659 1.99643
7297.98815 1.99499
7301.24115 1.99355
7304.49561 1.99211
7307.75152 1.99067
7311.00887 1.98924
7314.26768 1.98780
7317.52795 1.98636
7320.78966 1.98493
7324.05283 1.98350
7327.31745 1.98206
7330.58353 1.98063
7333.85107 1.97920
7337.12006 1.97777
7340.39051 1.97634
7343.66241 1.97491
7346.93578 1.97348
7350.21060 1.97205
7353.48689 1.97062
7356.76463 1.96919
7360.04384 1.96777
7363.32450 1.96634
7366.60663 1.96492
