# Wavelength   Rlam
442.62332 35.75557
442.82062 35.74835
443.01800 35.74113
443.21547 35.73391
443.41303 35.72668
443.61068 35.71945
443.80841 35.71222
444.00623 35.70499
444.20414 35.69775
444.40214 35.69051
444.60023 35.68326
444.79841 35.67602
444.99667 35.66876
445.19503 35.66151
445.39347 35.65425
445.59200 35.64699
445.79061 35.63973
445.98932 35.63246
446.18812 35.62519
446.38700 35.61792
446.58597 35.61064
446.78503 35.60336
446.98418 35.59608
447.18342 35.58879
447.38275 35.58150
447.58217 35.57421
447.78167 35.56691
447.98127 35.55961
448.18095 35.55231
448.38072 35.54500
448.58058 35.53769
448.78053 35.53038
448.98057 35.52306
449.18070 35.51574
449.38092 35.50842
449.58123 35.50109
449.78162 35.49376
449.98211 35.48643
450.18268 35.47910
450.38335 35.47176
450.58410 35.46442
450.78495 35.45707
450.98588 35.44972
451.18690 35.44237
451.38801 35.43501
451.58922 35.42766
451.79051 35.42029
451.99189 35.41293
452.19336 35.40556
452.39492 35.39819
452.59657 35.39081
452.79831 35.38344
453.00014 35.37605
453.20206 35.36867
453.40407 35.36128
453.60617 35.35389
453.80836 35.34649
454.01064 35.33910
454.21301 35.33170
454.41547 35.32429
454.61803 35.31688
454.82067 35.30947
455.02340 35.30206
455.22622 35.29464
455.42913 35.28722
455.63214 35.27979
455.83523 35.27237
456.03841 35.26493
456.24169 35.25750
456.44505 35.25006
456.64851 35.24262
456.85206 35.23518
457.05569 35.22773
457.25942 35.22028
457.46324 35.21282
457.66715 35.20537
457.87115 35.19791
458.07524 35.19044
458.27943 35.18297
458.48370 35.17550
458.68806 35.16803
458.89252 35.16055
459.09707 35.15307
459.30170 35.14559
459.50643 35.13810
459.71125 35.13061
459.91617 35.12311
460.12117 35.11562
460.32626 35.10811
460.53145 35.10061
460.73673 35.09310
460.94209 35.08559
461.14756 35.07808
461.35311 35.07056
461.55875 35.06304
461.76449 35.05551
461.97031 35.04799
462.17623 35.04046
462.38224 35.03292
462.58834 35.02538
462.79454 35.01784
463.00082 35.01030
463.20720 35.00275
463.41367 34.99520
463.62023 34.98764
463.82689 34.98009
464.03363 34.97252
464.24047 34.96496
464.44740 34.95739
464.65443 34.94982
464.86154 34.94225
465.06875 34.93467
465.27605 34.92709
465.48344 34.91950
465.69093 34.91191
465.89850 34.90432
466.10617 34.89673
466.31393 34.88913
466.52179 34.88153
466.72974 34.87392
466.93778 34.86631
467.14591 34.85870
467.35414 34.85108
467.56245 34.84347
467.77087 34.83584
467.97937 34.82822
468.18797 34.82059
468.39666 34.81296
468.60544 34.80532
468.81432 34.79768
469.02329 34.79004
469.23235 34.78239
469.44150 34.77474
469.65075 34.76709
469.86010 34.75943
470.06953 34.75177
470.27906 34.74411
470.48868 34.73644
470.69840 34.72877
470.90821 34.72110
471.11811 34.71342
471.32811 34.70574
471.53820 34.69806
471.74838 34.69037
471.95866 34.68268
472.16903 34.67499
472.37949 34.66729
472.59005 34.65959
472.80070 34.65189
473.01145 34.64418
473.22229 34.63647
473.43322 34.62875
473.64425 34.62104
473.85537 34.61331
474.06659 34.60559
474.27790 34.59786
474.48930 34.59013
474.70080 34.58239
474.91240 34.57466
475.12408 34.56691
475.33587 34.55917
475.54774 34.55142
475.75971 34.54367
475.97178 34.53591
476.18394 34.52815
476.39619 34.52039
476.60854 34.51262
476.82098 34.50485
477.03352 34.49708
477.24616 34.48930
477.45888 34.48152
477.67171 34.47374
477.88462 34.46595
478.09764 34.45816
478.31074 34.45037
478.52395 34.44257
478.73724 34.43477
478.95064 34.42696
479.16412 34.41916
479.37771 34.41135
479.59138 34.40353
479.80516 34.39571
480.01902 34.38789
480.23299 34.38006
480.44705 34.37224
480.66120 34.36440
480.87545 34.35657
481.08980 34.34873
481.30424 34.34089
481.51878 34.33304
481.73341 34.32519
481.94814 34.31734
482.16296 34.30948
482.37788 34.30162
482.59289 34.29376
482.80800 34.28589
483.02321 34.27802
483.23851 34.27014
483.45391 34.26227
483.66941 34.25438
483.88500 34.24650
484.10069 34.23861
484.31647 34.23072
484.53235 34.22282
484.74832 34.21493
484.96440 34.20702
485.18056 34.19912
485.39683 34.19121
485.61319 34.18329
485.82965 34.17538
486.04620 34.16746
486.26285 34.15953
486.47960 34.15161
486.69644 34.14368
486.91338 34.13574
487.13042 34.12780
487.34755 34.11986
487.56478 34.11192
487.78211 34.10397
487.99953 34.09602
488.21705 34.08806
488.43467 34.08010
488.65239 34.07214
488.87020 34.06418
489.08811 34.05621
489.30611 34.04823
489.52422 34.04026
489.74242 34.03228
489.96071 34.02429
490.17911 34.01630
490.39760 34.00831
490.61619 34.00032
490.83488 33.99232
491.05366 33.98432
491.27255 33.97631
491.49153 33.96831
491.71060 33.96029
491.92978 33.95228
492.14905 33.94426
492.36842 33.93624
492.58789 33.92821
492.80746 33.92018
493.02712 33.91214
493.24688 33.90411
493.46674 33.89607
493.68670 33.88802
493.90676 33.87997
494.12691 33.87192
494.34716 33.86387
494.56751 33.85581
494.78796 33.84775
495.00851 33.83968
495.22915 33.83161
495.44990 33.82354
495.67074 33.81546
495.89168 33.80738
496.11272 33.79929
496.33386 33.79121
496.55509 33.78312
496.77643 33.77502
496.99786 33.76692
497.21939 33.75882
497.44102 33.75071
497.66275 33.74261
497.88458 33.73449
498.10651 33.72638
498.32853 33.71826
498.55066 33.71013
498.77288 33.70200
498.99520 33.69387
499.21763 33.68574
499.44015 33.67760
499.66277 33.66946
499.88549 33.66131
500.10831 33.65316
500.33123 33.64501
500.55424 33.63685
500.77736 33.62869
501.00058 33.62053
501.22389 33.61236
501.44731 33.60419
501.67082 33.59602
501.89444 33.58784
502.11815 33.57966
502.34197 33.57147
502.56588 33.56328
502.78990 33.55509
503.01401 33.54689
503.23822 33.53869
503.46254 33.53049
503.68695 33.52228
503.91146 33.51407
504.13608 33.50586
504.36079 33.49764
504.58560 33.48942
504.81052 33.48119
505.03553 33.47296
505.26065 33.46473
505.48586 33.45649
505.71118 33.44825
505.93659 33.44001
506.16211 33.43176
506.38773 33.42351
506.61344 33.41525
506.83926 33.40699
507.06518 33.39873
507.29120 33.39046
507.51732 33.38219
507.74354 33.37392
507.96986 33.36564
508.19628 33.35736
508.42281 33.34908
508.64943 33.34079
508.87616 33.33250
509.10298 33.32420
509.32991 33.31590
509.55694 33.30760
509.78407 33.29929
510.01130 33.29098
510.23863 33.28267
510.46607 33.27435
510.69360 33.26603
510.92124 33.25770
511.14898 33.24937
511.37682 33.24104
511.60476 33.23270
511.83280 33.22436
512.06095 33.21602
512.28919 33.20767
512.51754 33.19932
512.74599 33.19097
512.97454 33.18261
513.20319 33.17424
513.43195 33.16588
513.66081 33.15751
513.88977 33.14913
514.11883 33.14076
514.34799 33.13238
514.57726 33.12399
514.80662 33.11560
515.03609 33.10721
515.26567 33.09881
515.49534 33.09041
515.72512 33.08201
515.95500 33.07360
516.18498 33.06519
516.41506 33.05678
516.64525 33.04836
516.87554 33.03993
517.10593 33.03151
517.33643 33.02308
517.56702 33.01465
517.79772 33.00621
518.02853 32.99777
518.25943 32.98932
518.49044 32.98087
518.72155 32.97242
518.95277 32.96396
519.18409 32.95550
519.41551 32.94704
519.64703 32.93857
519.87866 32.93010
520.11039 32.92163
520.34222 32.91315
520.57416 32.90466
520.80620 32.89618
521.03835 32.88769
521.27059 32.87919
521.50295 32.87070
521.73540 32.86219
521.96796 32.85369
522.20062 32.84518
522.43339 32.83667
522.66626 32.82815
522.89923 32.81963
523.13231 32.81111
523.36549 32.80258
523.59877 32.79405
523.83216 32.78551
524.06565 32.77697
524.29925 32.76843
524.53295 32.75988
524.76676 32.75133
525.00067 32.74277
525.23468 32.73422
525.46880 32.72565
525.70302 32.71709
525.93735 32.70852
526.17178 32.69994
526.40632 32.69137
526.64096 32.68278
526.87570 32.67420
527.11055 32.66561
527.34551 32.65702
527.58057 32.64842
527.81573 32.63982
528.05100 32.63121
528.28637 32.62261
528.52185 32.61399
528.75743 32.60538
528.99312 32.59676
529.22891 32.58813
529.46481 32.57951
529.70082 32.57088
529.93693 32.56224
530.17314 32.55360
530.40946 32.54496
530.64588 32.53631
530.88241 32.52766
531.11905 32.51901
531.35579 32.51035
531.59264 32.50169
531.82959 32.49302
532.06665 32.48435
532.30381 32.47568
532.54108 32.46700
532.77845 32.45832
533.01594 32.44963
533.25352 32.44094
533.49121 32.43225
533.72901 32.42355
533.96692 32.41485
534.20493 32.40615
534.44304 32.39744
534.68127 32.38872
534.91960 32.38001
535.15803 32.37129
535.39657 32.36256
535.63522 32.35384
535.87397 32.34510
536.11284 32.33637
536.35180 32.32763
536.59088 32.31888
536.83006 32.31014
537.06934 32.30139
537.30874 32.29263
537.54824 32.28387
537.78784 32.27511
538.02756 32.26634
538.26738 32.25757
538.50730 32.24880
538.74734 32.24002
538.98748 32.23123
539.22773 32.22245
539.46808 32.21366
539.70855 32.20486
539.94912 32.19606
540.18979 32.18726
540.43058 32.17846
540.67147 32.16965
540.91247 32.16083
541.15357 32.15201
541.39479 32.14319
541.63611 32.13437
541.87754 32.12554
542.11907 32.11670
542.36072 32.10786
542.60247 32.09902
542.84433 32.09018
543.08630 32.08133
543.32837 32.07247
543.57056 32.06362
543.81285 32.05476
544.05525 32.04589
544.29775 32.03702
544.54037 32.02815
544.78309 32.01927
545.02592 32.01039
545.26886 32.00150
545.51191 31.99262
545.75507 31.98372
545.99833 31.97483
546.24171 31.96592
546.48519 31.95702
546.72878 31.94811
546.97248 31.93920
547.21629 31.93028
547.46020 31.92136
547.70423 31.91244
547.94836 31.90351
548.19260 31.89457
548.43695 31.88564
548.68142 31.87670
548.92598 31.86775
549.17066 31.85880
549.41545 31.84985
549.66035 31.84089
549.90535 31.83193
550.15047 31.82297
550.39569 31.81400
550.64102 31.80503
550.88647 31.79605
551.13202 31.78707
551.37768 31.77809
551.62345 31.76910
551.86933 31.76010
552.11532 31.75111
552.36142 31.74211
552.60763 31.73310
552.85395 31.72409
553.10038 31.71508
553.34692 31.70606
553.59357 31.69704
553.84033 31.68802
554.08720 31.67899
554.33418 31.66996
554.58126 31.66092
554.82846 31.65188
555.07577 31.64284
555.32319 31.63379
555.57072 31.62473
555.81836 31.61568
556.06611 31.60662
556.31397 31.59755
556.56195 31.58848
556.81003 31.57941
557.05822 31.57033
557.30652 31.56125
557.55494 31.55216
557.80346 31.54308
558.05210 31.53398
558.30084 31.52488
558.54970 31.51578
558.79867 31.50668
559.04775 31.49757
559.29694 31.48845
559.54624 31.47934
559.79565 31.47022
560.04517 31.46109
560.29481 31.45196
560.54455 31.44283
560.79441 31.43369
561.04438 31.42455
561.29446 31.41540
561.54465 31.40625
561.79495 31.39709
562.04537 31.38794
562.29590 31.37877
562.54653 31.36961
562.79728 31.36044
563.04814 31.35126
563.29912 31.34208
563.55020 31.33290
563.80140 31.32371
564.05271 31.31452
564.30413 31.30533
564.55566 31.29613
564.80731 31.28692
565.05906 31.27772
565.31093 31.26850
565.56292 31.25929
565.81501 31.25007
566.06722 31.24084
566.31953 31.23162
566.57197 31.22238
566.82451 31.21315
567.07717 31.20391
567.32994 31.19466
567.58282 31.18541
567.83581 31.17616
568.08892 31.16691
568.34214 31.15764
568.59547 31.14838
568.84892 31.13911
569.10248 31.12984
569.35615 31.12056
569.60993 31.11128
569.86383 31.10199
570.11784 31.09270
570.37197 31.08341
570.62620 31.07411
570.88056 31.06481
571.13502 31.05550
571.38960 31.04619
571.64429 31.03687
571.89909 31.02756
572.15401 31.01823
572.40904 31.00890
572.66419 30.99957
572.91945 30.99024
573.17482 30.98090
573.43031 30.97155
573.68591 30.96221
573.94162 30.95285
574.19745 30.94350
574.45340 30.93414
574.70945 30.92477
574.96562 30.91540
575.22191 30.90603
575.47831 30.89665
575.73482 30.88727
575.99145 30.87789
576.24819 30.86850
576.50505 30.85910
576.76202 30.84970
577.01911 30.84030
577.27631 30.83089
577.53362 30.82148
577.79105 30.81207
578.04860 30.80265
578.30626 30.79323
578.56403 30.78380
578.82192 30.77437
579.07992 30.76493
579.33804 30.75549
579.59628 30.74605
579.85463 30.73660
580.11309 30.72714
580.37167 30.71769
580.63037 30.70823
580.88918 30.69876
581.14810 30.68929
581.40714 30.67982
581.66630 30.67034
581.92557 30.66086
582.18496 30.65137
582.44446 30.64188
582.70408 30.63238
582.96382 30.62288
583.22367 30.61338
583.48363 30.60387
583.74371 30.59436
584.00391 30.58485
584.26423 30.57532
584.52466 30.56580
584.78520 30.55627
585.04586 30.54674
585.30664 30.53720
585.56754 30.52766
585.82855 30.51811
586.08968 30.50856
586.35092 30.49901
586.61228 30.48945
586.87376 30.47989
587.13535 30.47032
587.39706 30.46075
587.65889 30.45117
587.92083 30.44159
588.18289 30.43201
588.44507 30.42242
588.70736 30.41283
588.96977 30.40323
589.23230 30.39363
589.49494 30.38402
589.75770 30.37441
590.02058 30.36480
590.28358 30.35518
590.54669 30.34556
590.80992 30.33593
591.07327 30.32630
591.33673 30.31666
591.60032 30.30702
591.86402 30.29738
592.12783 30.28773
592.39177 30.27808
592.65582 30.26842
592.91999 30.25876
593.18428 30.24909
593.44869 30.23942
593.71321 30.22975
593.97785 30.22007
594.24261 30.21038
594.50749 30.20070
594.77248 30.19101
595.03760 30.18131
595.30283 30.17161
595.56818 30.16190
595.83365 30.15220
596.09924 30.14248
596.36494 30.13276
596.63077 30.12304
596.89671 30.11332
597.16277 30.10359
597.42895 30.09385
597.69525 30.08411
597.96166 30.07437
598.22820 30.06462
598.49485 30.05487
598.76163 30.04511
599.02852 30.03535
599.29553 30.02558
599.56266 30.01581
599.82991 30.00604
600.09728 29.99626
600.36476 29.98648
600.63237 29.97669
600.90010 29.96690
601.16794 29.95710
601.43591 29.94730
601.70399 29.93750
601.97219 29.92769
602.24052 29.91788
602.50896 29.90806
602.77752 29.89824
603.04620 29.88841
603.31501 29.87858
603.58393 29.86874
603.85297 29.85890
604.12213 29.84906
604.39141 29.83921
604.66081 29.82936
604.93034 29.81950
605.19998 29.80964
605.46974 29.79977
605.73962 29.78990
606.00962 29.78003
606.27975 29.77015
606.54999 29.76027
606.82035 29.75038
607.09084 29.74049
607.36144 29.73059
607.63217 29.72069
607.90301 29.71078
608.17398 29.70087
608.44507 29.69096
608.71628 29.68104
608.98761 29.67111
609.25906 29.66119
609.53063 29.65126
609.80232 29.64132
610.07413 29.63138
610.34607 29.62143
610.61812 29.61148
610.89030 29.60153
611.16260 29.59157
611.43502 29.58161
611.70756 29.57164
611.98022 29.56167
612.25301 29.55169
612.52591 29.54171
612.79894 29.53172
613.07209 29.52173
613.34536 29.51174
613.61875 29.50174
613.89227 29.49174
614.16590 29.48173
614.43966 29.47172
614.71354 29.46170
614.98754 29.45168
615.26167 29.44165
615.53591 29.43162
615.81028 29.42159
616.08478 29.41155
616.35939 29.40151
616.63412 29.39146
616.90898 29.38141
617.18396 29.37135
617.45907 29.36129
617.73429 29.35122
618.00964 29.34115
618.28511 29.33108
618.56071 29.32100
618.83643 29.31091
619.11227 29.30083
619.38823 29.29073
619.66432 29.28064
619.94053 29.27053
620.21686 29.26043
620.49331 29.25032
620.76989 29.24020
621.04659 29.23008
621.32342 29.21996
621.60037 29.20983
621.87744 29.19969
622.15464 29.18956
622.43196 29.17941
622.70940 29.16927
622.98696 29.15912
623.26466 29.14896
623.54247 29.13880
623.82041 29.12863
624.09847 29.11846
624.37665 29.10829
624.65496 29.09811
624.93340 29.08793
625.21196 29.07774
625.49064 29.06755
625.76944 29.05735
626.04837 29.04715
626.32743 29.03694
626.60661 29.02673
626.88591 29.01652
627.16534 29.00630
627.44489 28.99608
627.72457 28.98585
628.00437 28.97561
628.28430 28.96538
628.56435 28.95513
628.84453 28.94489
629.12483 28.93464
629.40525 28.92438
629.68581 28.91412
629.96648 28.90385
630.24728 28.89358
630.52821 28.88331
630.80926 28.87303
631.09044 28.86275
631.37174 28.85246
631.65317 28.84217
631.93472 28.83187
632.21640 28.82157
632.49820 28.81126
632.78013 28.80095
633.06219 28.79063
633.34437 28.78031
633.62668 28.76999
633.90911 28.75966
634.19167 28.74933
634.47435 28.73899
634.75716 28.72864
635.04010 28.71830
635.32316 28.70794
635.60635 28.69759
635.88967 28.68722
636.17311 28.67686
636.45668 28.66649
636.74037 28.65611
637.02419 28.64573
637.30814 28.63535
637.59221 28.62496
637.87641 28.61456
638.16074 28.60416
638.44520 28.59376
638.72978 28.58335
639.01448 28.57294
639.29932 28.56252
639.58428 28.55210
639.86937 28.54167
640.15458 28.53124
640.43993 28.52081
640.72540 28.51037
641.01099 28.49992
641.29672 28.48947
641.58257 28.47902
641.86855 28.46856
642.15465 28.45809
642.44089 28.44763
642.72725 28.43715
643.01374 28.42668
643.30036 28.41619
643.58710 28.40571
643.87397 28.39521
644.16097 28.38472
644.44810 28.37422
644.73536 28.36371
645.02274 28.35320
645.31026 28.34268
645.59790 28.33216
645.88566 28.32164
646.17356 28.31111
646.46159 28.30058
646.74974 28.29004
647.03802 28.27949
647.32643 28.26895
647.61497 28.25839
647.90364 28.24784
648.19244 28.23727
648.48136 28.22671
648.77042 28.21614
649.05960 28.20556
649.34891 28.19498
649.63835 28.18439
649.92792 28.17380
650.21762 28.16321
650.50745 28.15261
650.79741 28.14200
651.08749 28.13139
651.37771 28.12078
651.66806 28.11016
651.95853 28.09954
652.24913 28.08891
652.53987 28.07828
652.83073 28.06764
653.12172 28.05700
653.41285 28.04635
653.70410 28.03570
653.99548 28.02504
654.28699 28.01438
654.57863 28.00371
654.87041 27.99304
655.16231 27.98236
655.45434 27.97168
655.74650 27.96100
656.03880 27.95031
656.33122 27.93961
656.62377 27.92891
656.91645 27.91821
657.20927 27.90750
657.50221 27.89679
657.79529 27.88607
658.08849 27.87535
658.38183 27.86462
658.67530 27.85388
658.96890 27.84315
659.26262 27.83240
659.55648 27.82166
659.85047 27.81090
660.14460 27.80015
660.43885 27.78939
660.73323 27.77862
661.02775 27.76785
661.32240 27.75707
661.61717 27.74629
661.91208 27.73551
662.20712 27.72471
662.50230 27.71392
662.79760 27.70312
663.09304 27.69231
663.38860 27.68150
663.68430 27.67069
663.98013 27.65987
664.27609 27.64905
664.57219 27.63822
664.86842 27.62738
665.16477 27.61654
665.46126 27.60570
665.75789 27.59485
666.05464 27.58400
666.35153 27.57314
666.64855 27.56228
666.94570 27.55141
667.24299 27.54054
667.54040 27.52966
667.83795 27.51878
668.13563 27.50789
668.43345 27.49700
668.73140 27.48610
669.02948 27.47520
669.32769 27.46429
669.62604 27.45338
669.92452 27.44247
670.22313 27.43154
670.52187 27.42062
670.82075 27.40969
671.11976 27.39875
671.41891 27.38781
671.71819 27.37687
672.01760 27.36592
672.31714 27.35496
672.61682 27.34400
672.91663 27.33303
673.21658 27.32207
673.51666 27.31109
673.81687 27.30011
674.11722 27.28913
674.41770 27.27814
674.71832 27.26714
675.01907 27.25614
675.31995 27.24514
675.62097 27.23413
675.92212 27.22312
676.22340 27.21210
676.52482 27.20107
676.82638 27.19004
677.12807 27.17901
677.42989 27.16797
677.73185 27.15693
678.03394 27.14588
678.33617 27.13483
678.63853 27.12377
678.94102 27.11270
679.24366 27.10164
679.54642 27.09056
679.84932 27.07949
680.15236 27.06840
680.45553 27.05731
680.75884 27.04622
681.06228 27.03512
681.36585 27.02402
681.66957 27.01291
681.97341 27.00180
682.27740 26.99068
682.58151 26.97956
682.88577 26.96843
683.19016 26.95730
683.49468 26.94616
683.79934 26.93502
684.10414 26.92387
684.40907 26.91272
684.71414 26.90156
685.01935 26.89040
685.32469 26.87923
685.63016 26.86806
685.93578 26.85689
686.24153 26.84570
686.54741 26.83452
686.85343 26.82332
687.15959 26.81213
687.46589 26.80092
687.77232 26.78972
688.07889 26.77851
688.38559 26.76729
688.69243 26.75607
688.99941 26.74484
689.30652 26.73361
689.61377 26.72237
689.92116 26.71113
690.22869 26.69988
690.53635 26.68863
690.84415 26.67737
691.15209 26.66611
691.46016 26.65484
691.76837 26.64357
692.07672 26.63229
692.38521 26.62101
692.69383 26.60972
693.00259 26.59843
693.31149 26.58713
693.62053 26.57583
693.92970 26.56452
694.23902 26.55321
694.54847 26.54189
694.85805 26.53057
695.16778 26.51924
695.47765 26.50791
695.78765 26.49657
696.09779 26.48523
696.40807 26.47388
696.71848 26.46253
697.02904 26.45117
697.33973 26.43981
697.65056 26.42844
697.96154 26.41707
698.27265 26.40569
698.58389 26.39430
698.89528 26.38292
699.20681 26.37152
699.51847 26.36012
699.83027 26.34872
700.14222 26.33731
700.45430 26.32590
700.76652 26.31448
701.07888 26.30306
701.39138 26.29163
701.70402 26.28019
702.01679 26.26875
702.32971 26.25731
702.64277 26.24586
702.95596 26.23440
703.26930 26.22295
703.58277 26.21148
703.89639 26.20001
704.21014 26.18854
704.52404 26.17706
704.83807 26.16557
705.15225 26.15408
705.46656 26.14258
705.78102 26.13108
706.09561 26.11958
706.41035 26.10807
706.72522 26.09655
707.04024 26.08503
707.35539 26.07350
707.67069 26.06197
707.98613 26.05044
708.30171 26.03889
708.61742 26.02735
708.93328 26.01580
709.24928 26.00424
709.56542 25.99268
709.88171 25.98111
710.19813 25.96954
710.51469 25.95796
710.83140 25.94638
711.14824 25.93479
711.46523 25.92319
711.78236 25.91160
712.09963 25.89999
712.41704 25.88838
712.73459 25.87677
713.05229 25.86515
713.37012 25.85353
713.68810 25.84190
714.00622 25.83026
714.32448 25.81862
714.64288 25.80698
714.96143 25.79533
715.28012 25.78367
715.59895 25.77201
715.91792 25.76035
716.23703 25.74868
716.55629 25.73700
716.87568 25.72532
717.19522 25.71363
717.51491 25.70194
717.83473 25.69024
718.15470 25.67854
718.47481 25.66683
718.79506 25.65512
719.11546 25.64340
719.43600 25.63168
719.75668 25.61995
720.07750 25.60822
720.39847 25.59648
720.71958 25.58474
721.04083 25.57299
721.36223 25.56123
721.68377 25.54947
722.00545 25.53771
722.32728 25.52594
722.64925 25.51416
722.97137 25.50238
723.29362 25.49059
723.61602 25.47880
723.93857 25.46701
724.26126 25.45521
724.58409 25.44340
724.90707 25.43159
725.23019 25.41977
725.55345 25.40795
725.87686 25.39612
726.20041 25.38428
726.52411 25.37245
726.84795 25.36060
727.17193 25.34875
727.49606 25.33690
727.82034 25.32504
728.14476 25.31317
728.46932 25.30130
728.79403 25.28943
729.11888 25.27755
729.44388 25.26566
729.76902 25.25377
730.09431 25.24187
730.41974 25.22997
730.74532 25.21806
731.07104 25.20615
731.39691 25.19423
731.72292 25.18231
732.04908 25.17038
732.37538 25.15845
732.70183 25.14651
733.02843 25.13456
733.35517 25.12261
733.68205 25.11066
734.00908 25.09870
734.33626 25.08673
734.66358 25.07476
734.99105 25.06278
735.31867 25.05080
735.64643 25.03881
735.97434 25.02682
736.30239 25.01482
736.63059 25.00282
736.95893 24.99081
737.28743 24.97880
737.61606 24.96678
737.94485 24.95475
738.27378 24.94272
738.60286 24.93069
738.93208 24.91865
739.26146 24.90660
739.59097 24.89455
739.92064 24.88249
740.25045 24.87043
740.58041 24.85836
740.91052 24.84629
741.24077 24.83421
741.57117 24.82213
741.90172 24.81004
742.23242 24.79794
742.56326 24.78584
742.89425 24.77374
743.22539 24.76163
743.55667 24.74951
743.88810 24.73739
744.21969 24.72526
744.55141 24.71313
744.88329 24.70099
745.21531 24.68885
745.54749 24.67670
745.87981 24.66455
746.21228 24.65239
746.54489 24.64022
746.87766 24.62805
747.21057 24.61588
747.54363 24.60370
747.87684 24.59151
748.21020 24.57932
748.54371 24.56712
748.87736 24.55492
749.21117 24.54271
749.54512 24.53050
749.87923 24.51828
750.21348 24.50605
750.54788 24.49382
750.88243 24.48159
751.21712 24.46935
751.55197 24.45710
751.88697 24.44485
752.22212 24.43259
752.55741 24.42033
752.89286 24.40806
753.22845 24.39579
753.56419 24.38351
753.90009 24.37122
754.23613 24.35893
754.57232 24.34664
754.90867 24.33434
755.24516 24.32203
755.58180 24.30972
755.91860 24.29740
756.25554 24.28508
756.59263 24.27275
756.92988 24.26041
757.26727 24.24807
757.60482 24.23573
757.94251 24.22338
758.28036 24.21102
758.61835 24.19866
758.95650 24.18629
759.29480 24.17392
759.63324 24.16154
759.97184 24.14916
760.31059 24.13677
760.64949 24.12438
760.98855 24.11198
761.32775 24.09957
761.66710 24.08716
762.00661 24.07474
762.34627 24.06232
762.68607 24.04989
763.02603 24.03746
763.36615 24.02502
763.70641 24.01258
764.04682 24.00013
764.38739 23.98767
764.72811 23.97521
765.06898 23.96274
765.41000 23.95027
765.75117 23.93779
766.09250 23.92531
766.43398 23.91282
766.77561 23.90033
767.11739 23.88783
767.45933 23.87532
767.80141 23.86281
768.14365 23.85029
768.48604 23.83777
768.82859 23.82524
769.17129 23.81271
769.51414 23.80017
769.85714 23.78762
770.20030 23.77507
770.54361 23.76252
770.88707 23.74996
771.23068 23.73739
771.57445 23.72482
771.91837 23.71224
772.26245 23.69965
772.60668 23.68707
772.95106 23.67447
773.29559 23.66187
773.64028 23.64926
773.98513 23.63665
774.33012 23.62403
774.67527 23.61141
775.02058 23.59878
775.36603 23.58615
775.71165 23.57351
776.05741 23.56086
776.40333 23.54821
776.74941 23.53555
777.09563 23.52289
777.44202 23.51022
777.78855 23.49755
778.13524 23.48487
778.48209 23.47218
778.82909 23.45949
779.17625 23.44680
779.52356 23.43409
779.87102 23.42139
780.21864 23.40867
780.56642 23.39595
780.91435 23.38323
781.26243 23.37050
781.61067 23.35776
781.95907 23.34502
782.30762 23.33227
782.65632 23.31952
783.00518 23.30676
783.35420 23.29400
783.70337 23.28123
784.05270 23.26845
784.40218 23.25567
784.75182 23.24288
785.10162 23.23009
785.45157 23.21729
785.80168 23.20448
786.15194 23.19167
786.50236 23.17886
786.85294 23.16604
787.20367 23.15321
787.55456 23.14038
787.90560 23.12754
788.25680 23.11469
788.60816 23.10184
788.95967 23.08899
789.31135 23.07612
789.66317 23.06326
790.01516 23.05038
790.36730 23.03751
790.71960 23.02462
791.07205 23.01173
791.42467 22.99883
791.77744 22.98593
792.13036 22.97302
792.48345 22.96011
792.83669 22.94719
793.19009 22.93427
793.54364 22.92134
793.89736 22.90840
794.25123 22.89546
794.60526 22.88251
794.95945 22.86956
795.31379 22.85660
795.66830 22.84363
796.02296 22.83066
796.37778 22.81768
796.73275 22.80470
797.08789 22.79171
797.44318 22.77872
797.79864 22.76572
798.15425 22.75271
798.51002 22.73970
798.86594 22.72668
799.22203 22.71366
799.57828 22.70063
799.93468 22.68760
800.29124 22.67456
800.64796 22.66151
801.00485 22.64846
801.36189 22.63540
801.71908 22.62234
802.07644 22.60927
802.43396 22.59619
802.79164 22.58311
803.14947 22.57002
803.50747 22.55693
803.86563 22.54383
804.22394 22.53073
804.58242 22.51761
804.94105 22.50450
805.29984 22.49138
805.65880 22.47825
806.01791 22.46511
806.37719 22.45197
806.73662 22.43883
807.09622 22.42568
807.45597 22.41252
807.81589 22.39936
808.17596 22.38619
808.53620 22.37301
808.89660 22.35983
809.25716 22.34665
809.61787 22.33345
809.97875 22.32025
810.33979 22.30705
810.70099 22.29384
811.06236 22.28062
811.42388 22.26740
811.78556 22.25417
812.14741 22.24094
812.50941 22.22770
812.87158 22.21445
813.23391 22.20120
813.59640 22.18795
813.95906 22.17468
814.32187 22.16141
814.68485 22.14814
815.04798 22.13486
815.41128 22.12157
815.77474 22.10828
816.13837 22.09498
816.50215 22.08167
816.86610 22.06836
817.23021 22.05505
817.59448 22.04172
817.95892 22.02840
818.32352 22.01506
818.68827 22.00172
819.05320 21.98837
819.41828 21.97502
819.78353 21.96166
820.14894 21.94830
820.51451 21.93493
820.88025 21.92155
821.24615 21.90817
821.61221 21.89478
821.97844 21.88139
822.34483 21.86799
822.71138 21.85458
823.07809 21.84117
823.44497 21.82775
823.81201 21.81433
824.17922 21.80090
824.54659 21.78746
824.91412 21.77402
